Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,5,5,2490,9.00,0.00,0.00,[7, 7, 7, 5, 6, 4, 1, 7]
2,5,6,2489,8.00,0.00,0.00,[7, 7, 7, 5, 6, 4, 1, 7]
3,5,7,2488,7.00,0.00,0.00,[7, 7, 7, 5, 6, 4, 1, 7]
4,5,8,2487,6.00,0.00,0.00,[7, 7, 7, 5, 6, 4, 1, 7]
5,5,9,2486,5.00,0.00,0.00,[7, 7, 7, 5, 6, 4, 1, 7]
6,5,10,2485,4.00,0.00,0.00,[7, 7, 7, 5, 6, 4, 1, 7]
7,5,11,2484,3.00,0.00,0.00,[7, 7, 7, 5, 6, 4, 1, 7]
8,5,12,2483,2.00,0.00,0.00,[7, 7, 7, 5, 6, 4, 1, 7]
9,5,13,2482,1.00,0.00,0.00,[7, 7, 7, 5, 6, 4, 1, 7]
10,5,14,2481,0.00,0.00,0.00,[7, 7, 7, 5, 6, 4, 1, 7]
11,0,15,2480,0.00,11.00,0.00,null
12,0,16,2484,0.00,11.00,0.00,null
13,0,17,2483,0.00,11.00,0.00,null
14,0,18,2482,0.00,11.00,0.00,null
15,0,19,2481,0.00,11.00,0.00,null
16,0,20,2480,0.00,11.00,0.00,null
17,0,21,2479,0.00,11.00,0.00,null
18,0,22,2478,0.00,11.00,0.00,null
19,0,23,2477,0.00,11.00,0.00,null
20,0,24,2476,0.00,11.00,0.00,null
21,0,25,2475,0.00,11.00,0.00,null
22,0,26,2474,0.00,11.00,0.00,null
23,0,27,2473,0.00,11.00,0.00,null
24,0,28,2472,0.00,11.00,0.00,null
25,0,29,2471,0.00,11.00,0.00,null
