Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,5,5,16,2.60,0.00,0.00,agh.ics.oop.model.Genomes.Genomes@46a366db
2,5,6,15,2.20,0.00,0.00,agh.ics.oop.model.Genomes.Genomes@87a2d22
3,5,6,14,1.80,0.00,0.00,agh.ics.oop.model.Genomes.Genomes@46a366db
4,2,5,15,5.00,4.00,0.00,agh.ics.oop.model.Genomes.Genomes@3b0e0f16
5,2,7,16,4.00,4.00,0.00,agh.ics.oop.model.Genomes.Genomes@3b0e0f16
6,2,8,15,3.00,4.00,0.00,agh.ics.oop.model.Genomes.Genomes@3b0e0f16
7,1,9,15,5.00,4.75,0.00,agh.ics.oop.model.Genomes.Genomes@3b0e0f16
8,1,10,14,4.00,4.75,0.00,agh.ics.oop.model.Genomes.Genomes@3b0e0f16
9,1,11,13,3.00,4.75,0.00,agh.ics.oop.model.Genomes.Genomes@3b0e0f16
10,1,11,13,2.00,4.75,0.00,agh.ics.oop.model.Genomes.Genomes@3b0e0f16
11,1,11,13,1.00,4.75,0.00,agh.ics.oop.model.Genomes.Genomes@3b0e0f16
12,1,11,13,0.00,4.75,0.00,agh.ics.oop.model.Genomes.Genomes@3b0e0f16
13,0,12,12,0.00,6.40,0.00,null
14,0,14,11,0.00,6.40,0.00,null
15,0,14,11,0.00,6.40,0.00,null
16,0,15,10,0.00,6.40,0.00,null
17,0,15,10,0.00,6.40,0.00,null
18,0,16,9,0.00,6.40,0.00,null
19,0,16,9,0.00,6.40,0.00,null
