Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,5,3,17,100.20,0.00,0.00,agh.ics.oop.model.Genomes.Genomes@da50f7d6
2,6,4,17,83.17,0.00,0.33,agh.ics.oop.model.Genomes.Genomes@da50f7d6
3,6,5,14,82.67,0.00,0.33,agh.ics.oop.model.Genomes.Genomes@da50f7d6
4,6,5,14,81.67,0.00,0.33,agh.ics.oop.model.Genomes.Genomes@da50f7d6
5,7,6,14,69.57,0.00,0.57,agh.ics.oop.model.Genomes.Genomes@da50f7d6
6,7,5,13,69.00,0.00,0.57,agh.ics.oop.model.Genomes.Genomes@da50f7d6
7,7,6,12,68.00,0.00,0.57,agh.ics.oop.model.Genomes.Genomes@da50f7d6
8,7,6,12,67.00,0.00,0.57,agh.ics.oop.model.Genomes.Genomes@da50f7d6
9,8,7,12,57.75,0.00,0.75,agh.ics.oop.model.Genomes.Genomes@a18cb6c
10,8,6,11,57.13,0.00,0.75,agh.ics.oop.model.Genomes.Genomes@a18cb6c
11,9,6,12,50.22,0.00,0.89,agh.ics.oop.model.Genomes.Genomes@a18cb6c
12,9,4,13,50.22,0.00,0.89,agh.ics.oop.model.Genomes.Genomes@a18cb6c
13,9,3,13,50.22,0.00,0.89,agh.ics.oop.model.Genomes.Genomes@a18cb6c
14,10,3,16,44.70,9.00,1.10,agh.ics.oop.model.Genomes.Genomes@a18cb6c
15,12,3,15,36.92,9.00,1.25,agh.ics.oop.model.Genomes.Genomes@a18cb6c
16,12,2,13,36.67,9.00,1.25,agh.ics.oop.model.Genomes.Genomes@a18cb6c
17,12,3,12,36.00,7.50,1.33,agh.ics.oop.model.Genomes.Genomes@199b5eb
18,13,4,10,32.31,7.50,1.38,agh.ics.oop.model.Genomes.Genomes@199b5eb
19,13,5,9,31.69,10.50,1.54,agh.ics.oop.model.Genomes.Genomes@199b5eb
20,14,5,10,28.93,10.50,1.57,agh.ics.oop.model.Genomes.Genomes@7b7bb59e
21,14,5,9,28.21,9.60,1.64,agh.ics.oop.model.Genomes.Genomes@7b7bb59e
22,16,4,11,24.19,9.60,1.69,agh.ics.oop.model.Genomes.Genomes@7b7bb59e
23,16,3,8,23.81,9.50,1.75,agh.ics.oop.model.Genomes.Genomes@7b7bb59e
24,17,3,8,21.71,9.43,1.82,agh.ics.oop.model.Genomes.Genomes@7b7bb59e
25,18,4,9,19.61,8.75,1.83,agh.ics.oop.model.Genomes.Genomes@7b7bb59e
26,18,3,10,19.22,9.10,1.94,agh.ics.oop.model.Genomes.Genomes@cde24f80
27,18,4,7,18.44,9.09,2.00,agh.ics.oop.model.Genomes.Genomes@cde24f80
28,18,4,8,17.89,8.85,2.11,agh.ics.oop.model.Genomes.Genomes@cde24f80
29,19,5,9,16.26,8.67,2.21,agh.ics.oop.model.Genomes.Genomes@cde24f80
