Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,5,5,15,2.60,0.00,0.00,14316255
2,5,7,13,1.60,0.00,0.00,05337133
3,5,6,14,1.20,0.00,0.00,14316255
4,2,7,13,3.50,4.00,0.00,06275622
5,2,7,16,2.50,4.00,0.00,06275622
6,2,7,16,3.00,4.00,0.00,06275622
7,1,6,18,8.00,4.75,0.00,06275622
8,1,8,16,7.00,4.75,0.00,06275622
9,1,9,15,9.00,4.75,0.00,06275622
10,1,9,15,11.00,4.75,0.00,06275622
11,1,9,15,10.00,4.75,0.00,06275622
12,1,9,15,12.00,4.75,0.00,06275622
13,1,9,15,11.00,4.75,0.00,06275622
14,1,9,15,10.00,4.75,0.00,06275622
15,1,10,14,9.00,4.75,0.00,06275622
16,1,12,12,8.00,4.75,0.00,06275622
17,1,12,12,7.00,4.75,0.00,06275622
18,1,13,11,6.00,4.75,0.00,06275622
19,1,13,11,8.00,4.75,0.00,06275622
20,1,12,12,10.00,4.75,0.00,06275622
21,1,13,11,12.00,4.75,0.00,06275622
22,1,13,11,14.00,4.75,0.00,06275622
23,1,13,11,13.00,4.75,0.00,06275622
24,1,14,10,12.00,4.75,0.00,06275622
25,1,14,10,11.00,4.75,0.00,06275622
26,1,15,9,10.00,4.75,0.00,06275622
27,1,14,10,12.00,4.75,0.00,06275622
28,1,15,9,11.00,4.75,0.00,06275622
29,1,14,10,13.00,4.75,0.00,06275622
30,1,13,11,15.00,4.75,0.00,06275622
31,1,13,11,14.00,4.75,0.00,06275622
32,1,12,12,16.00,4.75,0.00,06275622
33,1,13,11,18.00,4.75,0.00,06275622
34,1,13,11,17.00,4.75,0.00,06275622
35,1,14,10,16.00,4.75,0.00,06275622
36,1,14,10,18.00,4.75,0.00,06275622
37,1,13,11,20.00,4.75,0.00,06275622
38,1,13,11,22.00,4.75,0.00,06275622
39,1,14,10,24.00,4.75,0.00,06275622
40,1,13,11,26.00,4.75,0.00,06275622
41,1,14,10,28.00,4.75,0.00,06275622
42,1,13,11,30.00,4.75,0.00,06275622
43,1,14,10,32.00,4.75,0.00,06275622
44,1,13,11,34.00,4.75,0.00,06275622
45,1,14,10,33.00,4.75,0.00,06275622
46,1,15,9,32.00,4.75,0.00,06275622
47,1,16,8,31.00,4.75,0.00,06275622
48,1,16,8,33.00,4.75,0.00,06275622
49,1,16,8,32.00,4.75,0.00,06275622
50,1,16,8,34.00,4.75,0.00,06275622
51,1,15,9,36.00,4.75,0.00,06275622
52,1,15,9,35.00,4.75,0.00,06275622
53,1,14,10,37.00,4.75,0.00,06275622
54,1,14,10,36.00,4.75,0.00,06275622
