Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,2,4,19,0.00,0.00,0.00,[1]
2,0,5,19,0.00,2.00,0.00,null
3,0,8,17,0.00,2.00,0.00,null
4,0,10,15,0.00,2.00,0.00,null
5,0,12,13,0.00,2.00,0.00,null
6,0,12,13,0.00,2.00,0.00,null
7,0,13,12,0.00,2.00,0.00,null
8,0,13,12,0.00,2.00,0.00,null
9,0,13,12,0.00,2.00,0.00,null
10,0,13,12,0.00,2.00,0.00,null
11,0,13,12,0.00,2.00,0.00,null
12,0,14,11,0.00,2.00,0.00,null
13,0,15,10,0.00,2.00,0.00,null
14,0,16,9,0.00,2.00,0.00,null
15,0,17,8,0.00,2.00,0.00,null
16,0,17,8,0.00,2.00,0.00,null
