Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,5,5,15,99.00,0.00,0.00,agh.ics.oop.model.Genomes.Genomes@5930121
2,5,5,15,98.60,0.00,0.00,agh.ics.oop.model.Genomes.Genomes@5930121
3,6,7,14,81.33,0.00,0.33,agh.ics.oop.model.Genomes.Genomes@5930121
4,6,5,14,81.83,0.00,0.33,agh.ics.oop.model.Genomes.Genomes@5930121
5,6,5,14,81.83,0.00,0.33,agh.ics.oop.model.Genomes.Genomes@5930121
6,6,6,13,80.83,0.00,0.33,agh.ics.oop.model.Genomes.Genomes@5930121
7,7,5,15,69.71,0.00,0.57,agh.ics.oop.model.Genomes.Genomes@5930121
8,9,6,15,53.78,0.00,0.89,agh.ics.oop.model.Genomes.Genomes@5930121
9,10,5,12,48.10,0.00,1.00,agh.ics.oop.model.Genomes.Genomes@5930121
10,11,5,12,43.45,7.00,1.09,agh.ics.oop.model.Genomes.Genomes@5930121
11,12,4,12,39.42,7.00,1.17,agh.ics.oop.model.Genomes.Genomes@9bc8d07a
12,15,4,14,31.13,7.00,1.33,agh.ics.oop.model.Genomes.Genomes@3e285761
13,16,3,11,28.50,6.50,1.44,agh.ics.oop.model.Genomes.Genomes@3e285761
14,18,2,10,24.94,6.50,1.50,agh.ics.oop.model.Genomes.Genomes@3e285761
15,20,2,11,21.85,6.50,1.55,agh.ics.oop.model.Genomes.Genomes@3e285761
16,22,4,8,19.00,6.33,1.64,agh.ics.oop.model.Genomes.Genomes@3e285761
17,21,3,8,19.24,7.40,1.71,agh.ics.oop.model.Genomes.Genomes@3e285761
18,19,2,9,20.63,6.88,1.84,agh.ics.oop.model.Genomes.Genomes@3e285761
19,20,3,9,18.90,6.50,1.90,agh.ics.oop.model.Genomes.Genomes@16e1ca47
20,17,2,10,21.65,6.93,2.18,agh.ics.oop.model.Genomes.Genomes@16e1ca47
21,16,3,9,22.25,6.69,2.25,agh.ics.oop.model.Genomes.Genomes@d5646624
22,13,3,9,26.92,7.00,2.62,agh.ics.oop.model.Genomes.Genomes@a08d8fdd
23,15,4,13,22.67,7.00,2.53,agh.ics.oop.model.Genomes.Genomes@d5646624
24,15,4,9,21.93,6.95,2.60,agh.ics.oop.model.Genomes.Genomes@d5646624
25,15,5,10,21.27,6.87,2.73,agh.ics.oop.model.Genomes.Genomes@d5646624
26,15,7,6,20.33,6.83,2.80,agh.ics.oop.model.Genomes.Genomes@d5646624
27,15,6,8,19.80,6.80,2.87,agh.ics.oop.model.Genomes.Genomes@e2130e3
28,13,6,8,22.15,7.04,3.23,agh.ics.oop.model.Genomes.Genomes@37956fc4
29,13,6,10,21.31,6.97,3.38,agh.ics.oop.model.Genomes.Genomes@37956fc4
30,14,7,8,19.07,6.97,3.29,agh.ics.oop.model.Genomes.Genomes@e2f4bcf
31,15,8,8,17.13,6.94,3.27,agh.ics.oop.model.Genomes.Genomes@e2f4bcf
32,16,7,6,15.50,6.94,3.19,agh.ics.oop.model.Genomes.Genomes@e2f4bcf
33,15,5,9,16.20,6.97,3.40,agh.ics.oop.model.Genomes.Genomes@e2f4bcf
34,14,5,8,16.86,7.00,3.64,agh.ics.oop.model.Genomes.Genomes@e2f4bcf
35,14,5,9,16.21,7.03,3.79,agh.ics.oop.model.Genomes.Genomes@e2f4bcf
36,15,5,9,14.60,7.03,3.67,agh.ics.oop.model.Genomes.Genomes@e2f4bcf
37,16,5,9,13.13,7.03,3.56,agh.ics.oop.model.Genomes.Genomes@e2f4bcf
38,15,5,9,13.33,7.05,3.80,agh.ics.oop.model.Genomes.Genomes@e2f4bcf
39,16,5,9,11.75,7.05,3.69,agh.ics.oop.model.Genomes.Genomes@e2f4bcf
40,14,3,11,13.36,7.84,3.00,agh.ics.oop.model.Genomes.Genomes@a9c74527
41,14,3,8,12.79,7.84,3.00,agh.ics.oop.model.Genomes.Genomes@a9c74527
42,16,2,12,10.69,7.84,2.88,agh.ics.oop.model.Genomes.Genomes@a9c74527
43,16,4,8,9.75,7.80,2.94,agh.ics.oop.model.Genomes.Genomes@a9c74527
44,12,3,10,12.50,7.88,3.67,agh.ics.oop.model.Genomes.Genomes@df2fbf0e
45,11,3,11,13.00,7.86,4.00,agh.ics.oop.model.Genomes.Genomes@df327162
46,11,4,11,12.36,7.82,4.09,agh.ics.oop.model.Genomes.Genomes@df327162
47,11,4,12,12.00,7.90,4.18,agh.ics.oop.model.Genomes.Genomes@df327162
48,11,5,10,11.27,7.90,4.18,agh.ics.oop.model.Genomes.Genomes@df327162
49,12,7,10,9.42,7.90,4.00,agh.ics.oop.model.Genomes.Genomes@df327162
50,12,7,7,8.67,7.90,4.00,agh.ics.oop.model.Genomes.Genomes@df327162
51,11,6,9,9.27,7.87,4.27,agh.ics.oop.model.Genomes.Genomes@df2fbf0e
52,11,5,10,9.09,7.87,4.27,agh.ics.oop.model.Genomes.Genomes@df2fbf0e
53,9,6,9,10.44,8.75,3.56,agh.ics.oop.model.Genomes.Genomes@df2fbf0e
54,8,5,12,11.50,8.96,3.88,agh.ics.oop.model.Genomes.Genomes@5930101
