Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,5,6,14,2.00,0.00,0.00,agh.ics.oop.model.Genomes.Genomes@a2fc6a9d
2,5,5,16,2.20,0.00,0.00,agh.ics.oop.model.Genomes.Genomes@a2fc6a9d
3,5,6,15,1.20,0.00,0.00,agh.ics.oop.model.Genomes.Genomes@a2fc6a9d
4,2,7,15,2.00,4.00,0.00,agh.ics.oop.model.Genomes.Genomes@42791d04
5,2,8,15,1.00,4.00,0.00,agh.ics.oop.model.Genomes.Genomes@42791d04
6,2,8,15,0.00,4.00,0.00,agh.ics.oop.model.Genomes.Genomes@42791d04
7,0,10,14,0.00,5.20,0.00,null
8,0,11,14,0.00,5.20,0.00,null
9,0,12,13,0.00,5.20,0.00,null
10,0,13,12,0.00,5.20,0.00,null
11,0,13,12,0.00,5.20,0.00,null
12,0,14,11,0.00,5.20,0.00,null
13,0,15,10,0.00,5.20,0.00,null
14,0,15,10,0.00,5.20,0.00,null
15,0,15,10,0.00,5.20,0.00,null
