Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,5,5,15,99.00,0.00,0.00,agh.ics.oop.model.Genomes.Genomes@d14bf8db
2,5,6,14,98.60,0.00,0.00,agh.ics.oop.model.Genomes.Genomes@d14bf8db
3,5,6,14,98.80,0.00,0.00,agh.ics.oop.model.Genomes.Genomes@d14bf8db
4,6,5,17,82.50,0.00,0.33,agh.ics.oop.model.Genomes.Genomes@d14bf8db
5,7,4,16,70.29,0.00,0.57,agh.ics.oop.model.Genomes.Genomes@d14bf8db
6,8,4,16,61.00,0.00,0.75,agh.ics.oop.model.Genomes.Genomes@d14bf8db
7,9,4,14,54.00,0.00,0.89,agh.ics.oop.model.Genomes.Genomes@d14bf8db
8,11,6,13,43.36,0.00,1.09,agh.ics.oop.model.Genomes.Genomes@d14bf8db
9,11,5,10,42.91,0.00,1.09,agh.ics.oop.model.Genomes.Genomes@d14bf8db
10,12,4,11,38.67,0.00,1.17,agh.ics.oop.model.Genomes.Genomes@d14bf8db
11,12,2,13,38.50,6.00,1.25,agh.ics.oop.model.Genomes.Genomes@d14bf8db
12,11,4,10,41.00,6.00,1.27,agh.ics.oop.model.Genomes.Genomes@d14bf8db
13,13,5,11,34.08,6.00,1.38,agh.ics.oop.model.Genomes.Genomes@d14bf8db
14,14,4,11,31.36,6.00,1.43,agh.ics.oop.model.Genomes.Genomes@3d7de45c
15,15,4,11,28.53,6.00,1.47,agh.ics.oop.model.Genomes.Genomes@3d7de45c
16,16,4,11,26.25,6.00,1.56,agh.ics.oop.model.Genomes.Genomes@3d7de45c
17,16,3,11,25.69,5.50,1.56,agh.ics.oop.model.Genomes.Genomes@3d7de45c
18,16,2,12,25.31,6.40,1.56,agh.ics.oop.model.Genomes.Genomes@3d7de45c
19,15,4,10,26.07,8.29,1.73,agh.ics.oop.model.Genomes.Genomes@3d7de45c
20,15,5,9,25.33,8.00,1.80,agh.ics.oop.model.Genomes.Genomes@3d7de45c
21,15,4,8,24.80,7.78,1.87,agh.ics.oop.model.Genomes.Genomes@3d7de45c
22,14,4,10,26.07,7.45,2.00,agh.ics.oop.model.Genomes.Genomes@3d7de45c
23,14,5,9,25.14,7.33,2.07,agh.ics.oop.model.Genomes.Genomes@3d7de45c
24,14,3,14,24.64,7.62,2.21,agh.ics.oop.model.Genomes.Genomes@3d7de45c
25,14,5,10,23.64,7.62,2.21,agh.ics.oop.model.Genomes.Genomes@3d7de45c
26,12,5,8,27.08,8.00,2.42,agh.ics.oop.model.Genomes.Genomes@d14bf8db
27,14,6,10,22.57,8.00,2.36,agh.ics.oop.model.Genomes.Genomes@3d7de45c
28,15,8,8,20.20,7.88,2.40,agh.ics.oop.model.Genomes.Genomes@3d7de45c
29,15,6,6,19.80,7.88,2.40,agh.ics.oop.model.Genomes.Genomes@3d7de45c
30,14,4,9,20.93,8.89,2.71,agh.ics.oop.model.Genomes.Genomes@3d7de45c
31,15,3,12,19.00,8.89,2.67,agh.ics.oop.model.Genomes.Genomes@3d7de45c
32,14,3,11,19.86,9.15,2.93,agh.ics.oop.model.Genomes.Genomes@3d7de45c
33,15,3,14,18.07,9.00,2.93,agh.ics.oop.model.Genomes.Genomes@3d7de45c
34,13,3,11,20.08,8.74,3.23,agh.ics.oop.model.Genomes.Genomes@d14bf8db
35,13,3,12,19.54,8.74,3.23,agh.ics.oop.model.Genomes.Genomes@d14bf8db
36,13,3,12,19.08,9.00,3.31,agh.ics.oop.model.Genomes.Genomes@d14bf8db
37,12,4,11,19.67,8.88,3.50,agh.ics.oop.model.Genomes.Genomes@d14bf8db
38,13,4,14,17.54,9.08,3.54,agh.ics.oop.model.Genomes.Genomes@d14bf8db
39,12,3,11,18.83,10.04,2.83,agh.ics.oop.model.Genomes.Genomes@d14bf8db
40,13,4,13,16.69,10.04,2.77,agh.ics.oop.model.Genomes.Genomes@d14bf8db
41,12,4,9,17.33,10.07,3.00,agh.ics.oop.model.Genomes.Genomes@d14bf8db
42,12,5,14,16.67,9.93,3.08,agh.ics.oop.model.Genomes.Genomes@d14bf8db
43,12,7,10,15.67,9.93,3.08,agh.ics.oop.model.Genomes.Genomes@d14bf8db
44,10,6,10,18.50,9.91,3.70,agh.ics.oop.model.Genomes.Genomes@d14bf8db
45,10,7,9,17.80,9.91,3.70,agh.ics.oop.model.Genomes.Genomes@d14bf8db
46,10,8,10,16.90,9.79,3.80,agh.ics.oop.model.Genomes.Genomes@d14bf8db
47,11,7,10,15.27,9.79,3.64,agh.ics.oop.model.Genomes.Genomes@d14bf8db
48,10,7,8,16.40,9.77,3.90,agh.ics.oop.model.Genomes.Genomes@d14bf8db
49,12,9,9,12.83,9.77,3.58,agh.ics.oop.model.Genomes.Genomes@d14bf8db
50,12,5,9,12.92,9.83,3.67,agh.ics.oop.model.Genomes.Genomes@d14bf8db
51,12,4,11,12.58,10.89,2.83,agh.ics.oop.model.Genomes.Genomes@d14bf8db
