Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,5,5,15,2.00,0.00,0.00,65656051
2,5,7,14,1.00,0.00,0.00,65656051
3,5,9,11,0.00,0.00,0.00,65656051
4,0,9,12,0.00,4.00,0.00,null
5,0,10,15,0.00,4.00,0.00,null
6,0,11,14,0.00,4.00,0.00,null
7,0,11,14,0.00,4.00,0.00,null
8,0,11,14,0.00,4.00,0.00,null
9,0,12,13,0.00,4.00,0.00,null
10,0,12,13,0.00,4.00,0.00,null
11,0,12,13,0.00,4.00,0.00,null
12,0,12,13,0.00,4.00,0.00,null
13,0,12,13,0.00,4.00,0.00,null
14,0,13,12,0.00,4.00,0.00,null
15,0,14,11,0.00,4.00,0.00,null
16,0,14,11,0.00,4.00,0.00,null
17,0,15,10,0.00,4.00,0.00,null
