Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,5,4,16,2.60,0.00,0.00,70226473
2,5,4,16,2.20,0.00,0.00,25356051
3,5,5,15,1.80,0.00,0.00,25356051
4,3,7,14,2.00,4.00,0.00,64761125
5,3,7,15,2.00,4.00,0.00,64761125
6,3,7,15,1.00,4.00,0.00,64761125
7,1,9,14,2.00,5.50,0.00,74114372
8,1,10,14,4.00,5.50,0.00,74114372
9,1,11,13,3.00,5.50,0.00,74114372
10,1,12,12,2.00,5.50,0.00,74114372
11,1,12,12,1.00,5.50,0.00,74114372
12,1,13,11,0.00,5.50,0.00,74114372
13,0,13,12,0.00,7.00,0.00,null
14,0,13,12,0.00,7.00,0.00,null
15,0,13,12,0.00,7.00,0.00,null
16,0,13,12,0.00,7.00,0.00,null
17,0,14,11,0.00,7.00,0.00,null
18,0,16,9,0.00,7.00,0.00,null
19,0,16,9,0.00,7.00,0.00,null
20,0,16,9,0.00,7.00,0.00,null
21,0,17,8,0.00,7.00,0.00,null
22,0,17,8,0.00,7.00,0.00,null
23,0,18,7,0.00,7.00,0.00,null
24,0,18,7,0.00,7.00,0.00,null
25,0,18,7,0.00,7.00,0.00,null
26,0,18,7,0.00,7.00,0.00,null
27,0,18,7,0.00,7.00,0.00,null
28,0,18,7,0.00,7.00,0.00,null
29,0,18,7,0.00,7.00,0.00,null
30,0,18,7,0.00,7.00,0.00,null
31,0,18,7,0.00,7.00,0.00,null
32,0,19,6,0.00,7.00,0.00,null
33,0,19,6,0.00,7.00,0.00,null
34,0,19,6,0.00,7.00,0.00,null
35,0,19,6,0.00,7.00,0.00,null
