Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,5,9,86,19.00,0.00,0.00,[6, 3, 3, 3, 3, 2, 6, 5]
2,5,13,82,18.40,0.00,0.00,[6, 3, 3, 3, 3, 2, 6, 5]
3,5,18,77,17.40,0.00,0.00,[6, 3, 3, 3, 3, 2, 6, 5]
4,5,23,72,16.40,0.00,0.00,[6, 3, 3, 3, 3, 2, 6, 5]
5,6,28,68,12.83,0.00,0.33,[6, 3, 3, 3, 3, 2, 6, 5]
6,7,32,64,10.57,0.00,0.57,[2, 0, 3, 5, 6, 3, 3, 3]
7,7,35,59,10.29,0.00,0.57,[6, 3, 3, 3, 3, 2, 6, 5]
8,7,38,58,9.86,0.00,0.57,[6, 3, 3, 3, 3, 2, 6, 5]
9,7,41,54,9.43,0.00,0.57,[6, 3, 3, 3, 3, 2, 6, 5]
10,7,44,52,9.00,0.00,0.57,[6, 3, 3, 3, 3, 2, 6, 5]
11,5,47,49,12.60,8.50,0.20,[2, 0, 3, 5, 6, 3, 3, 3]
12,5,50,47,12.60,8.50,0.20,[6, 3, 3, 3, 3, 2, 6, 5]
13,5,52,45,13.00,8.50,0.20,[6, 3, 3, 3, 3, 2, 6, 5]
14,5,55,42,12.80,8.50,0.20,[6, 3, 3, 3, 3, 2, 6, 5]
15,5,57,40,13.20,8.50,0.20,[6, 3, 3, 3, 3, 2, 6, 5]
16,5,59,38,13.40,8.50,0.20,[2, 0, 3, 5, 6, 3, 3, 3]
17,5,62,35,12.80,8.50,0.20,[2, 0, 3, 5, 6, 3, 3, 3]
18,5,65,31,12.60,8.50,0.20,[6, 3, 3, 3, 3, 2, 6, 5]
19,5,68,30,12.20,8.50,0.20,[6, 3, 3, 3, 3, 2, 6, 5]
20,5,72,24,11.80,8.50,0.20,[2, 0, 3, 5, 6, 3, 3, 3]
21,5,75,21,11.80,8.50,0.20,[6, 3, 3, 3, 3, 2, 6, 5]
22,5,76,20,12.80,8.50,0.20,[2, 0, 3, 5, 6, 3, 3, 3]
23,5,76,22,14.00,8.50,0.20,[6, 3, 3, 3, 3, 2, 6, 5]
24,5,78,19,14.00,8.50,0.20,[6, 3, 3, 3, 3, 2, 6, 5]
25,5,80,17,14.40,8.50,0.20,[2, 0, 3, 5, 6, 3, 3, 3]
26,5,80,18,15.80,8.50,0.20,[6, 3, 3, 3, 3, 2, 6, 5]
27,5,81,18,16.80,8.50,0.20,[2, 0, 3, 5, 6, 3, 3, 3]
