Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
89,0,90,10,0.00,15.60,0.00,null
90,0,91,9,0.00,15.60,0.00,null
91,0,92,8,0.00,15.60,0.00,null
92,0,93,7,0.00,15.60,0.00,null
93,0,94,6,0.00,15.60,0.00,null
94,0,95,5,0.00,15.60,0.00,null
95,0,96,4,0.00,15.60,0.00,null
96,0,97,3,0.00,15.60,0.00,null
97,0,98,2,0.00,15.60,0.00,null
98,0,99,1,0.00,15.60,0.00,null
99,0,100,0,0.00,15.60,0.00,null
100,0,100,0,0.00,15.60,0.00,null
101,0,100,0,0.00,15.60,0.00,null
102,0,100,0,0.00,15.60,0.00,null
103,0,100,0,0.00,15.60,0.00,null
104,0,100,0,0.00,15.60,0.00,null
105,0,100,0,0.00,15.60,0.00,null
106,0,100,0,0.00,15.60,0.00,null
107,0,100,0,0.00,15.60,0.00,null
108,0,100,0,0.00,15.60,0.00,null
109,0,100,0,0.00,15.60,0.00,null
110,0,100,0,0.00,15.60,0.00,null
111,0,100,0,0.00,15.60,0.00,null
112,0,100,0,0.00,15.60,0.00,null
113,0,100,0,0.00,15.60,0.00,null
114,0,100,0,0.00,15.60,0.00,null
115,0,100,0,0.00,15.60,0.00,null
116,0,100,0,0.00,15.60,0.00,null
117,0,100,0,0.00,15.60,0.00,null
118,0,100,0,0.00,15.60,0.00,null
119,0,100,0,0.00,15.60,0.00,null
120,0,100,0,0.00,15.60,0.00,null
121,0,100,0,0.00,15.60,0.00,null
122,0,100,0,0.00,15.60,0.00,null
123,0,100,0,0.00,15.60,0.00,null
124,0,100,0,0.00,15.60,0.00,null
125,0,100,0,0.00,15.60,0.00,null
126,0,100,0,0.00,15.60,0.00,null
127,0,100,0,0.00,15.60,0.00,null
128,0,100,0,0.00,15.60,0.00,null
129,0,100,0,0.00,15.60,0.00,null
130,0,100,0,0.00,15.60,0.00,null
131,0,100,0,0.00,15.60,0.00,null
132,0,100,0,0.00,15.60,0.00,null
133,0,100,0,0.00,15.60,0.00,null
134,0,100,0,0.00,15.60,0.00,null
135,0,100,0,0.00,15.60,0.00,null
136,0,100,0,0.00,15.60,0.00,null
137,0,100,0,0.00,15.60,0.00,null
138,0,100,0,0.00,15.60,0.00,null
139,0,100,0,0.00,15.60,0.00,null
140,0,100,0,0.00,15.60,0.00,null
141,0,100,0,0.00,15.60,0.00,null
142,0,100,0,0.00,15.60,0.00,null
143,0,100,0,0.00,15.60,0.00,null
144,0,100,0,0.00,15.60,0.00,null
145,0,100,0,0.00,15.60,0.00,null
146,0,100,0,0.00,15.60,0.00,null
147,0,100,0,0.00,15.60,0.00,null
148,0,100,0,0.00,15.60,0.00,null
149,0,100,0,0.00,15.60,0.00,null
150,0,100,0,0.00,15.60,0.00,null
151,0,100,0,0.00,15.60,0.00,null
152,0,100,0,0.00,15.60,0.00,null
153,0,100,0,0.00,15.60,0.00,null
154,0,100,0,0.00,15.60,0.00,null
155,0,100,0,0.00,15.60,0.00,null
156,0,100,0,0.00,15.60,0.00,null
157,0,100,0,0.00,15.60,0.00,null
158,0,100,0,0.00,15.60,0.00,null
159,0,100,0,0.00,15.60,0.00,null
160,0,100,0,0.00,15.60,0.00,null
161,0,100,0,0.00,15.60,0.00,null
162,0,100,0,0.00,15.60,0.00,null
163,0,100,0,0.00,15.60,0.00,null
164,0,100,0,0.00,15.60,0.00,null
165,0,100,0,0.00,15.60,0.00,null
166,0,100,0,0.00,15.60,0.00,null
167,0,100,0,0.00,15.60,0.00,null
168,0,100,0,0.00,15.60,0.00,null
169,0,100,0,0.00,15.60,0.00,null
170,0,100,0,0.00,15.60,0.00,null
171,0,100,0,0.00,15.60,0.00,null
172,0,100,0,0.00,15.60,0.00,null
173,0,100,0,0.00,15.60,0.00,null
174,0,100,0,0.00,15.60,0.00,null
175,0,100,0,0.00,15.60,0.00,null
