Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,5,10,12,11.00,0.00,0.00,76073653
2,5,10,11,12.00,0.00,0.00,76073653
3,5,10,12,13.00,0.00,0.00,76073653
4,5,10,12,14.00,0.00,0.00,76073653
5,5,10,11,15.00,0.00,0.00,76073653
6,5,12,8,14.00,0.00,0.00,76073653
7,5,14,8,13.00,0.00,0.00,76073653
8,5,16,5,12.00,0.00,0.00,76073653
9,5,17,5,12.00,0.00,0.00,76073653
10,4,18,5,15.00,10.00,0.00,76073653
11,4,18,5,16.50,10.00,0.00,76073653
12,4,17,5,19.25,10.00,0.00,76073653
13,4,17,5,20.75,10.00,0.00,76073653
14,4,17,5,22.00,10.00,0.00,76073653
15,4,16,6,23.75,10.00,0.00,76073653
16,4,17,6,23.00,10.00,0.00,76073653
17,4,17,5,23.75,10.00,0.00,76073653
18,4,17,5,24.25,10.00,0.00,76073653
19,4,17,4,24.75,10.00,0.00,76073653
20,4,17,5,25.00,10.00,0.00,76073653
21,4,16,6,26.75,10.00,0.00,76073653
22,4,16,6,27.25,10.00,0.00,76073653
23,4,15,7,28.50,10.00,0.00,76073653
24,4,14,7,29.00,10.00,0.00,76073653
25,4,14,7,28.50,10.00,0.00,76073653
26,4,12,10,29.75,10.00,0.00,76073653
