Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,125,2,34,799.22,0.00,0.40,66015466
2,162,1,30,615.99,0.00,0.77,15676601
3,207,1,23,481.34,0.00,1.03,15676601
4,259,1,16,383.94,0.00,1.23,15676601
5,317,1,9,312.91,0.00,1.37,67364212
6,379,1,4,260.91,0.00,1.47,67364212
7,448,1,1,219.90,0.00,1.55,67364212
8,519,1,0,188.97,0.00,1.61,67364212
9,588,1,1,165.93,0.00,1.66,67364212
10,664,1,2,146.07,0.00,1.70,67364212
11,714,1,0,134.93,10.00,1.75,67364212
12,756,1,0,126.50,10.00,1.81,67364212
13,794,1,0,119.51,10.00,1.87,67364212
14,824,1,0,114.20,10.00,1.93,67364212
15,849,1,0,109.88,10.00,2.00,75146736
16,871,1,1,106.14,10.00,2.06,75146736
17,880,1,0,104.08,10.00,2.14,75146736
18,894,1,0,101.48,10.00,2.21,75146736
19,909,1,0,98.83,10.00,2.28,75146736
20,919,1,0,96.77,10.00,2.35,54343322
21,933,1,0,94.35,10.00,2.42,54343322
22,940,1,0,92.66,10.05,2.50,54343322
23,950,1,0,90.71,10.11,2.57,54343322
24,954,1,0,89.34,10.19,2.66,54343322
25,959,1,0,87.89,10.23,2.74,54343322
26,964,1,0,86.45,10.24,2.82,54343322
27,971,1,0,84.85,10.24,2.89,23666073
28,977,1,0,83.34,10.28,2.97,66711213
29,977,1,0,82.35,10.30,3.06,12045435
30,988,1,0,80.46,10.33,3.14,20464426
31,986,1,0,79.63,10.36,3.23,20464426
32,994,1,0,78.01,10.38,3.30,20464426
33,986,1,0,77.64,10.42,3.40,20464426
34,991,1,0,76.26,10.43,3.48,20464426
35,986,1,0,75.66,10.45,3.58,20464426
36,979,1,0,75.20,10.47,3.69,20464426
37,978,1,0,74.29,10.45,3.77,20464426
38,972,1,0,73.75,10.47,3.88,20464426
39,981,1,0,72.09,10.46,3.94,20464426
40,962,1,0,72.51,10.48,4.08,64234646
41,957,1,0,71.89,10.49,4.19,44175661
42,947,1,0,71.65,10.52,4.32,44175661
43,940,1,0,71.19,10.53,4.42,44175661
44,936,1,0,70.50,10.54,4.53,44175661
45,939,1,0,69.29,10.54,4.61,44426565
46,946,1,0,67.79,10.54,4.67,44426565
47,935,1,0,67.59,10.54,4.80,44426565
48,935,1,0,66.60,10.55,4.89,44426565
49,933,1,0,65.75,10.56,4.99,44426565
50,940,1,0,64.28,10.56,5.05,44426565
51,948,1,0,62.75,10.56,5.11,44426565
52,955,1,0,61.31,10.55,5.16,44426565
53,963,1,0,59.82,10.56,5.22,44426565
54,963,1,0,58.83,10.57,5.31,44426565
55,962,1,0,57.90,10.57,5.40,42046362
56,966,1,0,56.68,10.59,5.48,42046362
57,977,1,0,55.06,10.57,5.51,42046362
