Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,5,5,90,9.00,0.00,0.00,17774202
2,5,6,89,8.00,0.00,0.00,17774202
3,5,7,88,7.00,0.00,0.00,17774202
4,5,7,88,8.00,0.00,0.00,17774202
5,5,8,87,7.00,0.00,0.00,17774202
6,5,9,86,6.00,0.00,0.00,17774202
7,5,10,85,5.00,0.00,0.00,17774202
8,5,10,85,6.00,0.00,0.00,17774202
9,5,10,85,6.80,0.00,0.00,17774202
10,2,11,84,14.50,10.00,0.00,61236736
11,2,12,86,13.50,10.00,0.00,61236736
12,2,13,85,12.50,10.00,0.00,61236736
13,2,14,84,11.50,10.00,0.00,61236736
