Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,5,4,91,5.00,0.00,0.00,64236472
2,5,5,90,4.00,0.00,0.00,64236472
3,5,5,90,4.80,0.00,0.00,64236472
4,1,6,89,19.00,4.00,0.00,74157540
5,1,7,92,18.00,4.00,0.00,74157540
6,1,8,91,17.00,4.00,0.00,74157540
7,1,9,90,16.00,4.00,0.00,74157540
8,1,10,89,15.00,4.00,0.00,74157540
9,1,11,88,14.00,4.00,0.00,74157540
10,1,12,87,13.00,4.00,0.00,74157540
11,1,12,87,20.00,4.00,0.00,74157540
12,1,13,86,19.00,4.00,0.00,74157540
13,1,14,85,18.00,4.00,0.00,74157540
14,1,15,84,17.00,4.00,0.00,74157540
15,1,16,83,16.00,4.00,0.00,74157540
16,1,17,82,15.00,4.00,0.00,74157540
17,1,18,81,14.00,4.00,0.00,74157540
18,1,19,80,13.00,4.00,0.00,74157540
19,1,20,79,12.00,4.00,0.00,74157540
20,1,20,79,20.00,4.00,0.00,74157540
21,1,20,79,20.00,4.00,0.00,74157540
22,1,21,78,19.00,4.00,0.00,74157540
23,1,22,77,18.00,4.00,0.00,74157540
24,1,23,76,17.00,4.00,0.00,74157540
25,1,23,76,20.00,4.00,0.00,74157540
26,1,23,76,20.00,4.00,0.00,74157540
27,1,24,76,19.00,4.00,0.00,74157540
28,1,24,75,20.00,4.00,0.00,74157540
29,1,24,75,20.00,4.00,0.00,74157540
30,1,25,74,19.00,4.00,0.00,74157540
31,1,26,74,18.00,4.00,0.00,74157540
32,1,27,72,17.00,4.00,0.00,74157540
33,1,28,71,16.00,4.00,0.00,74157540
34,1,29,70,15.00,4.00,0.00,74157540
35,1,29,71,20.00,4.00,0.00,74157540
36,1,30,69,19.00,4.00,0.00,74157540
37,1,31,68,18.00,4.00,0.00,74157540
38,1,32,67,17.00,4.00,0.00,74157540
39,1,33,66,16.00,4.00,0.00,74157540
40,1,34,65,15.00,4.00,0.00,74157540
41,1,35,64,14.00,4.00,0.00,74157540
42,1,36,63,13.00,4.00,0.00,74157540
43,1,37,62,12.00,4.00,0.00,74157540
44,1,37,63,20.00,4.00,0.00,74157540
45,1,38,61,19.00,4.00,0.00,74157540
46,1,39,60,18.00,4.00,0.00,74157540
47,1,40,59,17.00,4.00,0.00,74157540
48,1,40,59,20.00,4.00,0.00,74157540
49,1,41,58,19.00,4.00,0.00,74157540
50,1,42,57,18.00,4.00,0.00,74157540
51,1,43,56,17.00,4.00,0.00,74157540
52,1,44,55,16.00,4.00,0.00,74157540
53,1,44,55,20.00,4.00,0.00,74157540
54,1,45,54,19.00,4.00,0.00,74157540
55,1,46,53,18.00,4.00,0.00,74157540
56,1,47,52,17.00,4.00,0.00,74157540
57,1,47,52,20.00,4.00,0.00,74157540
58,1,48,51,19.00,4.00,0.00,74157540
59,1,49,50,18.00,4.00,0.00,74157540
60,1,50,49,17.00,4.00,0.00,74157540
61,1,50,50,20.00,4.00,0.00,74157540
62,1,51,48,19.00,4.00,0.00,74157540
63,1,51,49,20.00,4.00,0.00,74157540
64,1,51,49,20.00,4.00,0.00,74157540
65,1,51,49,20.00,4.00,0.00,74157540
66,1,51,49,20.00,4.00,0.00,74157540
67,1,51,49,20.00,4.00,0.00,74157540
