Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,500,24,9486,29.00,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
2,500,42,9472,28.04,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
3,500,61,9457,27.06,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
4,500,78,9434,26.12,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
5,500,97,9418,25.14,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
6,500,113,9397,24.22,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
7,500,127,9386,23.34,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
8,500,143,9375,22.42,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
9,500,158,9352,21.52,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
10,500,176,9334,20.56,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
11,500,187,9327,19.74,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
12,500,204,9309,18.80,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
13,500,218,9299,17.92,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
14,500,225,9290,17.18,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
15,500,237,9270,16.34,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
16,500,250,9266,15.48,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
17,500,260,9258,14.68,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
18,500,272,9239,13.84,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
19,500,290,9220,12.88,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
20,500,301,9215,12.06,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
21,500,307,9205,11.34,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
22,500,319,9193,10.50,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
23,500,324,9191,9.80,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
24,500,331,9179,9.06,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
25,500,341,9172,8.26,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
26,500,347,9163,7.54,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
27,500,356,9159,6.76,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
28,500,363,9153,6.02,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
29,500,371,9143,5.26,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
30,500,375,9140,4.58,0.00,0.00,[2, 0, 1, 4, 7, 2, 3, 5]
31,127,387,9130,17.66,31.00,0.00,[7, 6, 0, 4, 3, 4, 1, 5]
32,127,399,9475,17.29,31.00,0.00,[7, 6, 0, 4, 3, 4, 1, 5]
33,127,413,9465,16.76,31.00,0.00,[7, 6, 0, 4, 3, 4, 1, 5]
34,127,422,9455,16.63,31.00,0.00,[7, 6, 0, 4, 3, 4, 1, 5]
35,127,436,9440,16.10,31.00,0.00,[7, 6, 0, 4, 3, 4, 1, 5]
36,127,447,9428,15.81,31.00,0.00,[7, 6, 0, 4, 3, 4, 1, 5]
37,127,456,9420,15.68,31.00,0.00,[7, 6, 0, 4, 3, 4, 1, 5]
