Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,5,24,74,3.00,0.00,0.00,03420655
2,5,41,56,8.00,0.00,0.00,03420655
3,5,60,38,9.00,0.00,0.00,03420655
4,4,78,18,15.00,4.00,0.00,03420655
5,4,95,4,19.25,4.00,0.00,03420655
6,4,100,0,20.00,4.00,0.00,03420655
7,4,100,0,20.00,4.00,0.00,03420655
8,4,100,0,20.00,4.00,0.00,03420655
9,4,100,0,20.00,4.00,0.00,03420655
10,4,100,0,20.00,4.00,0.00,03420655
11,4,100,0,20.00,4.00,0.00,03420655
12,5,100,0,15.80,4.00,0.40,03420655
13,5,100,0,19.40,4.00,0.40,03420655
14,5,100,0,20.00,4.00,0.40,03420655
15,5,100,0,20.00,4.00,0.40,03420655
16,5,100,0,20.00,4.00,0.40,03420655
17,5,100,0,20.00,4.00,0.40,03420655
18,5,100,0,20.00,4.00,0.40,03420655
19,5,100,0,20.00,4.00,0.40,03420655
20,5,100,0,20.00,4.00,0.40,03420655
21,5,100,0,20.00,4.00,0.40,03420655
22,5,100,0,20.00,4.00,0.40,03420655
23,5,100,0,20.00,4.00,0.40,03420655
24,5,100,0,20.00,4.00,0.40,03420655
25,5,100,0,20.00,4.00,0.40,03420655
26,5,100,0,20.00,4.00,0.40,03420655
27,5,100,0,20.00,4.00,0.40,03420655
28,5,100,0,20.00,4.00,0.40,03420655
29,5,100,0,20.00,4.00,0.40,03420655
30,5,100,0,20.00,4.00,0.40,03420655
31,5,100,0,20.00,4.00,0.40,03420655
32,5,100,0,20.00,4.00,0.40,03420655
33,6,100,0,16.50,4.00,0.67,03420655
34,6,100,0,19.50,4.00,0.67,03420655
35,6,100,0,20.00,4.00,0.67,03420655
36,6,100,0,20.00,4.00,0.67,03420655
37,6,100,0,20.00,4.00,0.67,03420655
38,6,100,0,20.00,4.00,0.67,03420655
39,6,100,0,20.00,4.00,0.67,03420655
40,6,100,0,20.00,4.00,0.67,03420655
41,8,100,0,14.75,4.00,1.00,03420655
42,8,100,0,18.00,4.00,1.00,03420655
43,9,100,0,17.22,4.00,1.11,03420655
44,9,100,0,18.33,4.00,1.11,03420655
45,10,100,0,17.40,4.00,1.20,03420655
46,11,100,0,16.91,4.00,1.27,12046272
47,11,100,0,18.64,4.00,1.27,12046272
48,11,100,0,19.73,4.00,1.27,12046272
49,11,100,0,20.00,4.00,1.27,12046272
50,11,100,0,20.00,4.00,1.27,12046272
51,11,100,0,20.00,4.00,1.27,03420655
52,12,100,0,18.25,4.00,1.33,03420655
53,12,100,0,18.92,4.00,1.33,03420655
54,13,100,0,18.15,4.00,1.38,03420655
55,14,100,0,18.29,4.00,1.43,03420655
56,15,100,0,17.73,4.00,1.47,03420655
57,16,100,0,18.31,4.00,1.50,03420655
58,16,100,0,19.19,4.00,1.50,03420655
59,17,100,0,18.00,4.00,1.53,03420655
60,17,100,0,19.59,4.00,1.53,03420655
61,18,100,0,18.83,4.00,1.56,03420655
62,18,100,0,19.28,4.00,1.56,03420655
63,19,100,0,18.74,4.00,1.58,03420655
64,20,100,0,18.80,4.00,1.60,03420655
65,22,100,0,17.86,4.00,1.64,03420655
66,23,100,0,18.30,4.00,1.65,03420655
67,23,100,0,18.43,4.00,1.65,03420655
68,24,99,0,18.33,4.00,1.67,03420655
69,26,100,0,16.88,4.00,1.69,62521253
70,27,97,0,17.81,4.00,1.70,75044215
71,29,96,0,17.03,4.00,1.72,75044215
72,31,92,1,17.00,4.00,1.74,75044215
73,34,91,2,16.47,4.00,1.76,75044215
74,36,87,2,16.67,4.00,1.78,75044215
75,40,81,10,16.30,4.00,1.80,33245572
76,42,73,9,17.19,4.00,1.81,33245572
77,44,68,12,16.93,4.00,1.82,12531237
78,46,65,18,16.24,4.00,1.83,12531237
79,49,67,13,15.14,4.00,1.84,12531237
80,53,63,17,14.79,13.50,1.81,33245572
81,57,52,21,15.00,13.50,1.82,33245572
82,59,50,20,14.54,12.33,1.83,22527552
83,64,52,16,13.81,12.33,1.84,22527552
84,72,50,21,12.75,12.33,1.86,62135032
85,74,49,21,12.81,14.17,1.88,62135032
86,78,49,22,12.12,15.00,1.90,62135032
87,82,43,26,11.65,16.18,1.85,62135032
88,84,34,28,11.74,17.23,1.83,62135032
89,87,33,32,11.38,17.43,1.85,62135032
90,89,32,29,11.27,20.65,1.79,62135032
91,87,31,30,11.77,20.23,1.77,62135032
92,91,35,29,11.11,22.13,1.78,62135032
93,93,32,26,11.40,21.59,1.80,62135032
94,97,32,25,11.02,22.35,1.78,12101217
95,100,33,22,10.85,22.30,1.79,72051235
96,105,33,23,10.11,22.73,1.79,22307374
97,101,34,25,10.34,22.04,1.74,22307374
98,98,29,26,10.84,22.56,1.62,72051235
99,106,31,28,10.25,22.13,1.65,22307374
100,109,32,27,9.85,22.02,1.63,15156122
101,106,29,22,10.40,22.05,1.57,15156122
102,111,32,28,9.87,22.85,1.47,15156122
103,111,34,21,9.94,22.30,1.45,15156122
104,108,31,30,10.41,21.99,1.40,15156122
105,110,29,31,10.37,21.58,1.43,15156122
106,108,26,27,10.52,21.09,1.45,15156122
107,112,26,27,10.20,21.07,1.47,15156122
108,106,27,21,10.97,20.63,1.43,15156122
109,109,30,30,10.70,20.44,1.46,15156122
110,109,30,22,10.83,19.97,1.45,15156122
111,108,28,26,10.88,19.72,1.44,02101770
112,108,31,19,10.87,19.47,1.46,02101770
113,109,35,15,10.66,19.29,1.47,02101770
114,109,27,15,11.22,19.04,1.49,23301760
115,118,33,21,9.62,18.86,1.54,23301760
116,112,31,19,10.21,18.85,1.50,23301760
117,111,35,21,10.19,18.55,1.50,23301760
118,113,30,27,10.47,18.36,1.50,23301760
119,112,29,25,10.41,18.27,1.53,23301760
120,113,30,21,10.29,18.11,1.55,23301760
121,112,26,29,10.72,17.91,1.56,23301760
122,113,27,27,10.43,17.78,1.57,23301760
123,116,27,30,10.22,17.71,1.59,23301760
124,119,27,29,9.71,17.66,1.60,20103654
125,112,27,22,10.15,17.47,1.59,20103654
126,110,28,22,10.49,17.50,1.59,20103654
127,111,25,23,10.54,17.46,1.61,20103654
128,115,29,25,9.99,17.39,1.63,20103654
129,113,30,26,10.02,17.47,1.58,20103654
130,114,29,18,10.38,17.40,1.59,20103654
131,110,30,18,10.52,17.50,1.54,20103654
132,110,28,20,10.62,17.47,1.55,20103654
133,111,27,21,10.44,17.41,1.57,20103654
134,114,29,21,10.11,17.35,1.61,27014467
135,115,30,22,9.88,17.26,1.64,12531014
136,115,33,17,9.60,17.26,1.63,64123072
137,114,31,23,9.84,17.14,1.67,64123072
138,114,33,16,9.85,17.19,1.57,64123072
139,114,31,21,10.11,17.55,1.45,64123072
140,114,32,24,9.92,17.56,1.47,64123072
141,119,32,21,9.45,17.69,1.45,64123072
142,120,31,20,9.53,17.65,1.46,64123072
143,114,29,24,10.11,17.65,1.43,64123072
144,111,27,20,10.24,17.60,1.44,64123072
145,112,28,25,9.99,17.67,1.46,64123072
146,115,26,34,9.69,17.67,1.48,12531014
147,109,25,20,10.17,17.58,1.48,12531014
148,110,26,30,10.02,17.57,1.45,12531014
149,107,26,29,10.40,17.43,1.50,12531014
150,106,30,28,10.18,17.47,1.47,12531014
151,103,28,28,10.67,17.50,1.44,12531014
152,106,26,28,10.43,17.49,1.47,12531014
153,104,27,29,10.43,17.48,1.41,51141062
154,104,29,30,10.54,17.38,1.41,51141062
155,106,29,32,10.33,17.33,1.42,51141062
