Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
156,108,29,34,9.97,17.35,1.42,51141062
157,111,30,29,9.60,17.40,1.41,51141062
158,105,28,26,10.10,17.32,1.38,51141062
159,107,34,29,9.76,17.27,1.44,42677422
160,105,31,26,10.21,17.34,1.38,42677422
161,107,33,23,9.84,17.32,1.40,51141062
162,106,32,25,10.10,17.33,1.40,51141062
163,106,35,27,10.05,17.28,1.39,44262325
164,112,33,19,9.62,17.30,1.41,44262325
165,110,36,21,9.68,17.24,1.41,44262325
166,106,33,19,10.12,17.18,1.39,44262325
167,107,30,24,10.06,17.14,1.42,22037722
168,102,31,26,10.47,17.11,1.40,22037722
169,103,28,27,10.57,17.09,1.44,22037722
170,101,32,24,10.73,17.12,1.43,22037722
171,101,36,25,10.50,17.14,1.41,22037722
172,97,33,20,11.04,17.08,1.40,22037722
173,100,30,25,11.01,17.04,1.45,22037722
174,101,31,20,10.92,17.01,1.49,22037722
175,107,32,22,10.35,17.01,1.50,22037722
176,107,26,22,10.92,16.98,1.49,22037722
177,109,24,31,10.67,16.94,1.51,22736563
