Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,5,5,90,9.00,0.00,0.00,01575735
2,5,6,89,8.00,0.00,0.00,01575735
3,5,7,89,7.00,0.00,0.00,01575735
4,5,6,89,10.00,0.00,0.00,01575735
5,5,7,88,9.00,0.00,0.00,01575735
6,5,7,88,9.20,0.00,0.00,01575735
7,5,8,87,8.20,0.00,0.00,01575735
8,5,9,87,7.20,0.00,0.00,01575735
9,5,9,87,6.80,0.00,0.00,01575735
10,2,9,86,15.00,10.00,0.00,51141527
11,2,9,89,14.50,10.00,0.00,51141527
12,2,9,89,14.00,10.00,0.00,51141527
13,2,10,88,13.00,10.00,0.00,51141527
14,2,10,88,13.00,10.00,0.00,51141527
15,2,10,88,17.00,10.00,0.00,51141527
16,2,11,87,16.00,10.00,0.00,51141527
17,2,12,86,15.00,10.00,0.00,51141527
