Day,AnimalCount,PlantCount,EmptyBoxesCount,AverageEnergy,AverageLifeLength,AverageChildrenCount,MostCommonGenome
1,5,5,90,9.00,0.00,0.00,05665557
2,5,6,89,8.00,0.00,0.00,05665557
3,5,7,88,7.00,0.00,0.00,05665557
4,5,8,87,6.00,0.00,0.00,05665557
5,5,9,86,5.00,0.00,0.00,05665557
6,5,10,85,4.00,0.00,0.00,05665557
7,5,11,84,3.00,0.00,0.00,05665557
8,5,11,84,4.00,0.00,0.00,05665557
9,5,12,83,3.00,0.00,0.00,05665557
10,1,13,83,10.00,10.00,0.00,44256462
11,1,14,85,9.00,10.00,0.00,44256462
12,1,15,84,8.00,10.00,0.00,44256462
13,1,16,83,7.00,10.00,0.00,44256462
14,1,17,82,6.00,10.00,0.00,44256462
15,1,18,81,5.00,10.00,0.00,44256462
16,1,19,80,4.00,10.00,0.00,44256462
17,1,20,79,3.00,10.00,0.00,44256462
18,1,21,78,2.00,10.00,0.00,44256462
19,1,22,77,1.00,10.00,0.00,44256462
20,0,23,76,0.00,12.00,0.00,null
21,0,24,76,0.00,12.00,0.00,null
22,0,25,75,0.00,12.00,0.00,null
23,0,26,74,0.00,12.00,0.00,null
24,0,27,73,0.00,12.00,0.00,null
25,0,28,72,0.00,12.00,0.00,null
26,0,29,71,0.00,12.00,0.00,null
27,0,30,70,0.00,12.00,0.00,null
28,0,31,69,0.00,12.00,0.00,null
29,0,32,68,0.00,12.00,0.00,null
30,0,33,67,0.00,12.00,0.00,null
31,0,34,66,0.00,12.00,0.00,null
32,0,35,65,0.00,12.00,0.00,null
33,0,36,64,0.00,12.00,0.00,null
34,0,37,63,0.00,12.00,0.00,null
35,0,38,62,0.00,12.00,0.00,null
36,0,39,61,0.00,12.00,0.00,null
37,0,40,60,0.00,12.00,0.00,null
38,0,41,59,0.00,12.00,0.00,null
39,0,42,58,0.00,12.00,0.00,null
